BOLSIG+ version: 03/2016
Collision input data:
--------------------------------------------------
C4F7N                                                           
cross_section_C4F7N.txt
--------------------------------------------------
CO2                                                             
cross_section_CO2_IST-Lisbon.txt
 
 
 
 Conditions
A1     Electric field / N (Td)                                         
A2     Angular frequency / N (m3/s)               0.000    
A3     Cosine of E-B field angle                  0.000    
A4     Gas temperature (K)                        300.0    
A5     Excitation temperature (K)                 300.0    
A6     Transition energy (eV)                     0.000    
A7     Ionization degree                          0.000    
A8     Plasma density (1/m3)                     0.1000E+19
A9     Ion charge parameter                       1.000    
A10    Ion/neutral mass ratio                     1.000    
A11    e-e momentum effects                       0.000    
A12    Energy sharing                             1.000    
A13    Growth model                               1.000    
A14    Maxwellian mean energy (eV)                0.000    
A15    # of grid points                           200.0    
A16    Grid type                                                       
A17    Maximum energy                                                  
A18    Precision                                 0.1000E-09
A19    Convergence                               0.1000E-03
A20    Maximum # of iterations                    1000.    
A21    Mole fraction C4F7N                       0.1000E-01
A22    Mole fraction CO2                         0.9900    
          40   4.435       3.000       1.049    
          41   4.608       3.000       1.250    
          42   4.788       3.000       1.250    
          43   4.974       3.000       1.488    
          44   5.168       3.000       1.488    
          45   5.369       3.000       1.773    
          46   5.578       3.000       1.773    
          47   5.795       3.000       2.111    
          48   6.021       3.000       2.111    
          49   6.255       3.000       2.515    
          50   6.499       3.000       2.515    
          51   6.752       3.000       2.995    
          52   7.014       3.000       2.995    
          53   7.288       3.000       2.995    
          54   7.571       3.000       2.995    
          55   7.866       3.000       2.995    
          56   8.172       3.000       3.567    
          57   8.490       3.000       3.567    
          58   8.821       3.000       3.567    
          59   9.165       3.000       3.567    
          60   9.521       3.000       3.567    
          61   9.892       3.000       3.567    
          62   10.28       3.000       3.567    
          63   10.68       3.000       3.567    
          64   11.09       3.000       4.248    
          65   11.52       3.000       4.248    
          66   11.97       3.000       4.248    
          67   12.44       3.000       4.248    
          68   12.92       3.000       4.248    
          69   13.43       3.000       4.248    
          70   13.95       3.000       4.248    
          71   14.49       3.000       5.098    
          72   15.06       3.000       5.098    
          73   15.64       3.000       5.098    
          74   16.25       3.000       6.072    
          75   16.89       3.000       6.072    
          76   17.54       3.000       7.231    
          77   18.23       3.000       7.231    
          78   18.94       3.000       8.612    
          79   19.67       3.000       8.612    
          80   20.44       3.000       8.612    
          81   21.23       3.000       10.26    
          82   22.06       3.000       10.26    
          83   22.92       3.000       10.26    
          84   23.81       3.000       12.21    
          85   24.74       3.000       12.21    
          86   25.70       3.000       12.21    
          87   26.70       3.000       12.21    
          88   27.74       3.000       14.53    
          89   28.82       3.000       14.53    
          90   29.95       3.000       14.53    
          91   31.11       3.000       14.53    
          92   32.32       3.000       14.53    
          93   33.58       3.000       17.26    
          94   34.89       3.000       17.26    
          95   36.25       3.000       17.26    
          96   37.66       3.000       17.26    
          97   39.13       3.000       17.26    
          98   40.65       3.000       17.26    
          99   42.23       3.000       20.49    
         100   43.88       3.000       20.49    
         101   45.58       3.000       20.49    
         102   47.36       3.000       20.49    
         103   49.20       3.000       20.49    
         104   51.12       3.000       20.49    
         105   53.11       3.000       20.49    
         106   55.18       3.000       24.31    
         107   57.32       3.000       24.31    
         108   59.56       3.000       24.31    
         109   61.87       3.000       24.31    
         110   64.28       3.000       24.31    
         111   66.79       3.000       24.31    
         112   69.39       3.000       24.31    
         113   72.09       3.000       24.31    
         114   74.90       3.000       28.83    
         115   77.81       3.000       28.83    
         116   80.84       3.000       28.83    
         117   83.99       3.000       28.83    
         118   87.26       3.000       28.83    
         119   90.66       3.000       28.83    
         120   94.19       3.000       28.83    
         121   97.85       3.000       28.83    
         122   101.7       3.000       34.17    
         123   105.6       3.000       34.17    
         124   109.7       3.000       34.17    
         125   114.0       3.000       34.17    
         126   118.4       3.000       34.17    
         127   123.1       3.000       34.17    
         128   127.8       3.000       34.17    
         129   132.8       3.000       34.17    
         130   138.0       3.000       40.48    
         131   143.4       3.000       40.48    
         132   148.9       3.000       40.48    
         133   154.7       3.000       40.48    
         134   160.8       3.000       40.48    
         135   167.0       3.000       40.48    
         136   173.5       3.000       40.48    
         137   180.3       3.000       40.48    
         138   187.3       3.000       47.94    
         139   194.6       3.000       47.94    
         140   202.2       3.000       47.94    
         141   210.1       3.000       47.94    
         142   218.2       3.000       47.94    
         143   226.7       3.000       47.94    
         144   235.6       3.000       47.94    
         145   244.7       3.000       47.94    
         146   254.3       3.000       56.76    
         147   264.2       3.000       56.76    
         148   274.4       3.000       56.76    
         149   285.1       3.000       56.76    
         150   296.2       3.000       56.76    
         151   307.8       3.000       56.76    
         152   319.7       3.000       67.18    
         153   332.2       3.000       67.18    
         154   345.1       3.000       67.18    
         155   358.6       3.000       67.18    
         156   372.5       3.000       67.18    
         157   387.0       3.000       67.18    
         158   402.1       3.000       67.18    
         159   417.8       3.000       79.50    
         160   434.0       3.000       79.50    
         161   450.9       3.000       79.50    
         162   468.5       3.000       79.50    
         163   486.7       3.000       79.50    
         164   505.7       3.000       79.50    
         165   525.3       3.000       94.07    
         166   545.8       3.000       94.07    
         167   567.1       3.000       94.07    
         168   589.1       3.000       94.07    
         169   612.1       3.000       94.07    
         170   635.9       3.000       94.07    
         171   660.7       3.000       111.3    
         172   686.4       3.000       111.3    
         173   713.1       3.000       111.3    
         174   740.9       3.000       111.3    
         175   769.7       3.000       111.3    
         176   799.7       3.000       111.3    
         177   830.8       3.000       131.6    
         178   863.2       3.000       131.6    
         179   896.8       3.000       131.6    
         180   931.7       3.000       131.6    
         181   968.0       3.000       131.6    
         182   1006.       3.000       155.7    
         183   1045.       3.000       155.7    
         184   1085.       3.000       155.7    
         185   1128.       3.000       155.7    
         186   1172.       3.000       184.1    
         187   1217.       3.000       184.1    
         188   1265.       3.000       184.1    
         189   1314.       3.000       184.1    
         190   1365.       3.000       184.1    
         191   1418.       3.000       217.7    
         192   1473.       3.000       217.7    
         193   1531.       3.000       217.7    
         194   1590.       3.000       257.5    
         195   1652.       3.000       257.5    
         196   1717.       3.000       257.5    
         197   1783.       3.000       257.5    
         198   1853.       3.000       304.4    
         199   1925.       3.000       304.4    
         200   2000.       3.000       304.4    
 
 
 Transport coefficients
A1     Mean energy (eV)                                                
A2     Mobility *N (1/m/V/s)                                           
A6     Diffusion coefficient *N (1/m/s)                                
A11    Energy mobility *N (1/m/V/s)                                    
A12    Energy diffusion coef. D*N (1/m/s)                              
A13    Total collision freq. /N (m3/s)                                 
A14    Momentum frequency /N (m3/s)                                    
A16    Total ionization freq. /N (m3/s)                                
A17    Total attachment freq. /N (m3/s)                                
A18    Townsend ioniz. coef. alpha/N (m2)                              
A19    Townsend attach. coef. eta/N (m2)                               
A20    Power /N (eV m3/s)                                              
A21    Elastic power loss /N (eV m3/s)                                 
A22    Inelastic power loss /N (eV m3/s)                               
A23    Growth power /N (eV m3/s)                                       
A27    Maximum energy                                                  
A28    # of iterations                                                 
A29    # of grid trials                                                
          R#    E/N (Td)      A1          A2          A6         A11         A12         A13         A14         A16         A17         A18         A19         A20         A21         A22         A23         A27         A28         A29    
           1   1.000      0.6187E-02  0.1789E+25  0.7784E+22  0.3052E+25  0.2350E+23  0.1010E-12  0.9832E-13   0.000      0.5851E-15   0.000      0.3271E-18  0.1789E-17 -0.8316E-19  0.5521E-17 -0.3647E-17  0.6211       28.00       1.000    
           2   1.039      0.6380E-02  0.1785E+25  0.7984E+22  0.3041E+25  0.2353E+23  0.1011E-12  0.9855E-13   0.000      0.6030E-15   0.000      0.3252E-18  0.1926E-17 -0.8265E-19  0.5884E-17 -0.3872E-17  0.6211       28.00       1.000    
           3   1.079      0.6581E-02  0.1781E+25  0.8196E+22  0.3031E+25  0.2360E+23  0.1012E-12  0.9877E-13   0.000      0.6216E-15   0.000      0.3234E-18  0.2075E-17 -0.8211E-19  0.6275E-17 -0.4116E-17  0.6211       28.00       1.000    
           4   1.121      0.6794E-02  0.1777E+25  0.8420E+22  0.3021E+25  0.2372E+23  0.1013E-12  0.9898E-13   0.000      0.6410E-15   0.000      0.3217E-18  0.2235E-17 -0.8155E-19  0.6698E-17 -0.4380E-17  0.6211       28.00       1.000    
           5   1.165      0.7018E-02  0.1773E+25  0.8659E+22  0.3011E+25  0.2388E+23  0.1014E-12  0.9919E-13   0.000      0.6613E-15   0.000      0.3201E-18  0.2407E-17 -0.8096E-19  0.7155E-17 -0.4666E-17  0.6211       28.00       1.000    
           6   1.210      0.7257E-02  0.1770E+25  0.8914E+22  0.3002E+25  0.2410E+23  0.1015E-12  0.9939E-13   0.000      0.6824E-15   0.000      0.3186E-18  0.2593E-17 -0.8033E-19  0.7651E-17 -0.4976E-17  0.6211       28.00       1.000    
           7   1.258      0.7512E-02  0.1766E+25  0.9187E+22  0.2994E+25  0.2439E+23  0.1015E-12  0.9957E-13   0.000      0.7045E-15   0.000      0.3171E-18  0.2793E-17 -0.7967E-19  0.8190E-17 -0.5315E-17  0.6211       29.00       1.000    
           8   1.307      0.7785E-02  0.1763E+25  0.9483E+22  0.2985E+25  0.2477E+23  0.1016E-12  0.9975E-13   0.000      0.7274E-15   0.000      0.3158E-18  0.3010E-17 -0.7896E-19  0.8776E-17 -0.5686E-17  0.6211       29.00       1.000    
           9   1.357      0.8081E-02  0.1760E+25  0.9805E+22  0.2978E+25  0.2525E+23  0.1017E-12  0.9992E-13   0.000      0.7513E-15   0.000      0.3145E-18  0.3243E-17 -0.7819E-19  0.9417E-17 -0.6094E-17  0.6211       29.00       1.000    
          10   1.410      0.8404E-02  0.1757E+25  0.1016E+23  0.2971E+25  0.2586E+23  0.1018E-12  0.1001E-12   0.000      0.7762E-15   0.000      0.3132E-18  0.3495E-17 -0.7735E-19  0.1012E-16 -0.6545E-17  0.6211       29.00       1.000    
          11   1.465      0.8759E-02  0.1755E+25  0.1055E+23  0.2965E+25  0.2661E+23  0.1019E-12  0.1002E-12   0.000      0.8020E-15   0.000      0.3119E-18  0.3767E-17 -0.7643E-19  0.1089E-16 -0.7046E-17  0.6211       29.00       1.000    
          12   1.522      0.9152E-02  0.1752E+25  0.1098E+23  0.2960E+25  0.2752E+23  0.1019E-12  0.1004E-12   0.000      0.8287E-15   0.000      0.3107E-18  0.4060E-17 -0.7542E-19  0.1174E-16 -0.7606E-17  0.6211       29.00       1.000    
          13   1.581      0.9591E-02  0.1750E+25  0.1147E+23  0.2955E+25  0.2863E+23  0.1020E-12  0.1005E-12   0.000      0.8565E-15   0.000      0.3095E-18  0.4377E-17 -0.7429E-19  0.1269E-16 -0.8236E-17  0.6211       29.00       1.000    
          14   1.643      0.1009E-01  0.1748E+25  0.1203E+23  0.2952E+25  0.2996E+23  0.1021E-12  0.1006E-12   0.000      0.8852E-15   0.000      0.3082E-18  0.4719E-17 -0.7301E-19  0.1374E-16 -0.8947E-17  0.6211       30.00       1.000    
          15   1.707      0.1065E-01  0.1746E+25  0.1266E+23  0.2950E+25  0.3152E+23  0.1022E-12  0.1007E-12   0.000      0.9147E-15   0.000      0.3069E-18  0.5088E-17 -0.7157E-19  0.1492E-16 -0.9757E-17  0.6211       30.00       1.000    
          16   1.773      0.1128E-01  0.1745E+25  0.1338E+23  0.2948E+25  0.3333E+23  0.1022E-12  0.1008E-12   0.000      0.9451E-15   0.000      0.3054E-18  0.5487E-17 -0.6993E-19  0.1624E-16 -0.1068E-16  0.6211       30.00       1.000    
          17   1.843      0.1201E-01  0.1744E+25  0.1421E+23  0.2949E+25  0.3540E+23  0.1023E-12  0.1009E-12   0.000      0.9761E-15   0.000      0.3038E-18  0.5919E-17 -0.6806E-19  0.1773E-16 -0.1174E-16  0.6211       30.00       1.000    
          18   1.914      0.1284E-01  0.1743E+25  0.1516E+23  0.2950E+25  0.3772E+23  0.1024E-12  0.1009E-12   0.000      0.1008E-14   0.000      0.3020E-18  0.6386E-17 -0.6592E-19  0.1941E-16 -0.1296E-16  0.6211       30.00       1.000    
          19   1.989      0.1379E-01  0.1742E+25  0.1625E+23  0.2953E+25  0.4028E+23  0.1024E-12  0.1009E-12   0.000      0.1040E-14   0.000      0.3000E-18  0.6892E-17 -0.6348E-19  0.2131E-16 -0.1435E-16  0.6211       30.00       1.000    
          20   2.066      0.1487E-01  0.1742E+25  0.1750E+23  0.2957E+25  0.4304E+23  0.1025E-12  0.1009E-12   0.000      0.1072E-14   0.000      0.2976E-18  0.7439E-17 -0.6071E-19  0.2345E-16 -0.1595E-16  0.6211       29.00       1.000    
          21   2.147      0.1608E-01  0.1743E+25  0.1891E+23  0.2963E+25  0.4595E+23  0.1025E-12  0.1009E-12   0.000      0.1103E-14   0.000      0.2948E-18  0.8032E-17 -0.5759E-19  0.2585E-16 -0.1776E-16  0.6211       29.00       1.000    
          22   2.230      0.1744E-01  0.1744E+25  0.2049E+23  0.2970E+25  0.4895E+23  0.1026E-12  0.1008E-12   0.000      0.1134E-14   0.000      0.2916E-18  0.8675E-17 -0.5410E-19  0.2852E-16 -0.1979E-16  0.6211       29.00       1.000    
          23   2.317      0.1893E-01  0.1746E+25  0.2223E+23  0.2977E+25  0.5200E+23  0.1026E-12  0.1007E-12   0.000      0.1164E-14   0.000      0.2879E-18  0.9373E-17 -0.5027E-19  0.3148E-16 -0.2206E-16  0.6211       28.00       1.000    
          24   2.407      0.2054E-01  0.1748E+25  0.2412E+23  0.2986E+25  0.5502E+23  0.1027E-12  0.1006E-12   0.000      0.1193E-14   0.000      0.2836E-18  0.1013E-16 -0.4613E-19  0.3470E-16 -0.2452E-16  0.6211       27.00       1.000    
          25   2.501      0.2225E-01  0.1751E+25  0.2614E+23  0.2994E+25  0.5796E+23  0.1027E-12  0.1005E-12   0.000      0.1220E-14   0.000      0.2787E-18  0.1095E-16 -0.4174E-19  0.3815E-16 -0.2716E-16  0.6211       27.00       1.000    
          26   2.598      0.2393E-01  0.1748E+25  0.2807E+23  0.2997E+25  0.6057E+23  0.1027E-12  0.1006E-12   0.000      0.1244E-14   0.000      0.2739E-18  0.1180E-16 -0.3739E-19  0.4162E-16 -0.2978E-16  0.6211       25.00       1.000    
          27   2.700      0.2577E-01  0.1752E+25  0.3025E+23  0.3007E+25  0.6331E+23  0.1027E-12  0.1004E-12   0.000      0.1267E-14   0.000      0.2678E-18  0.1277E-16 -0.3269E-19  0.4545E-16 -0.3265E-16  0.6211       24.00       1.000    
          28   2.805      0.2764E-01  0.1757E+25  0.3254E+23  0.3019E+25  0.6596E+23  0.1027E-12  0.1001E-12   0.000      0.1286E-14   0.000      0.2610E-18  0.1382E-16 -0.2791E-19  0.4942E-16 -0.3557E-16  0.7398       46.00       2.000    
          29   2.914      0.2947E-01  0.1762E+25  0.3473E+23  0.3029E+25  0.6843E+23  0.1027E-12  0.9984E-13   0.000      0.1304E-14   0.000      0.2541E-18  0.1496E-16 -0.2324E-19  0.5343E-16 -0.3844E-16  0.7398       22.00       1.000    
          30   3.027      0.3126E-01  0.1766E+25  0.3688E+23  0.3038E+25  0.7078E+23  0.1026E-12  0.9958E-13   0.000      0.1319E-14   0.000      0.2467E-18  0.1619E-16 -0.1868E-19  0.5746E-16 -0.4125E-16  0.7398       21.00       1.000    
          31   3.145      0.3300E-01  0.1771E+25  0.3898E+23  0.3047E+25  0.7305E+23  0.1026E-12  0.9932E-13   0.000      0.1332E-14   0.000      0.2392E-18  0.1752E-16 -0.1426E-19  0.6150E-16 -0.4397E-16  0.7398       19.00       1.000    
          32   3.268      0.3468E-01  0.1775E+25  0.4103E+23  0.3057E+25  0.7526E+23  0.1026E-12  0.9906E-13   0.000      0.1342E-14   0.000      0.2314E-18  0.1896E-16 -0.9999E-20  0.6553E-16 -0.4656E-16  0.7398       18.00       1.000    
          33   3.395      0.3635E-01  0.1781E+25  0.4313E+23  0.3068E+25  0.7751E+23  0.1025E-12  0.9875E-13   0.000      0.1350E-14   0.000      0.2233E-18  0.2053E-16 -0.5802E-20  0.6962E-16 -0.4909E-16  0.8811       34.00       2.000    
          34   3.527      0.3790E-01  0.1786E+25  0.4504E+23  0.3078E+25  0.7970E+23  0.1025E-12  0.9849E-13   0.000      0.1356E-14   0.000      0.2153E-18  0.2221E-16 -0.1891E-20  0.7363E-16 -0.5142E-16  0.8811       17.00       1.000    
          35   3.664      0.3940E-01  0.1790E+25  0.4690E+23  0.3089E+25  0.8193E+23  0.1024E-12  0.9824E-13   0.000      0.1360E-14   0.000      0.2074E-18  0.2404E-16  0.1877E-20  0.7765E-16 -0.5361E-16  0.8811       16.00       1.000    
          36   3.807      0.4086E-01  0.1795E+25  0.4873E+23  0.3100E+25  0.8423E+23  0.1023E-12  0.9798E-13   0.000      0.1363E-14   0.000      0.1994E-18  0.2602E-16  0.5520E-20  0.8170E-16 -0.5569E-16  0.8811       15.00       1.000    
          37   3.955      0.4234E-01  0.1802E+25  0.5068E+23  0.3114E+25  0.8669E+23  0.1023E-12  0.9762E-13   0.000      0.1363E-14   0.000      0.1912E-18  0.2819E-16  0.9156E-20  0.8590E-16 -0.5772E-16   1.049       30.00       2.000    
          38   4.109      0.4374E-01  0.1807E+25  0.5246E+23  0.3127E+25  0.8921E+23  0.1022E-12  0.9735E-13   0.000      0.1362E-14   0.000      0.1834E-18  0.3051E-16  0.1260E-19  0.9007E-16 -0.5958E-16   1.049       15.00       1.000    
          39   4.269      0.4512E-01  0.1812E+25  0.5425E+23  0.3141E+25  0.9190E+23  0.1021E-12  0.9708E-13   0.000      0.1359E-14   0.000      0.1757E-18  0.3302E-16  0.1599E-19  0.9435E-16 -0.6134E-16   1.049       14.00       1.000    
          40   4.435      0.4650E-01  0.1818E+25  0.5615E+23  0.3158E+25  0.9484E+23  0.1020E-12  0.9676E-13   0.000      0.1355E-14   0.000      0.1680E-18  0.3576E-16  0.1931E-19  0.9878E-16 -0.6302E-16   1.250       29.00       2.000    
          41   4.608      0.4789E-01  0.1823E+25  0.5799E+23  0.3175E+25  0.9793E+23  0.1019E-12  0.9646E-13   0.000      0.1349E-14   0.000      0.1606E-18  0.3872E-16  0.2265E-19  0.1034E-15 -0.6464E-16   1.250       15.00       1.000    
          42   4.788      0.4939E-01  0.1832E+25  0.6014E+23  0.3195E+25  0.1014E+24  0.1018E-12  0.9598E-13   0.000      0.1343E-14   0.000      0.1531E-18  0.4200E-16  0.2618E-19  0.1083E-15 -0.6634E-16   1.488       29.00       2.000    
          43   4.974      0.5080E-01  0.1839E+25  0.6207E+23  0.3215E+25  0.1050E+24  0.1017E-12  0.9566E-13   0.000      0.1335E-14   0.000      0.1460E-18  0.4549E-16  0.2953E-19  0.1133E-15 -0.6784E-16   1.488       15.00       1.000    
          44   5.168      0.5228E-01  0.1846E+25  0.6425E+23  0.3239E+25  0.1091E+24  0.1015E-12  0.9527E-13   0.000      0.1326E-14   0.000      0.1389E-18  0.4930E-16  0.3292E-19  0.1187E-15 -0.6933E-16   1.773       32.00       2.000    
          45   5.369      0.5377E-01  0.1853E+25  0.6636E+23  0.3263E+25  0.1134E+24  0.1014E-12  0.9490E-13   0.000      0.1316E-14   0.000      0.1322E-18  0.5342E-16  0.3638E-19  0.1242E-15 -0.7077E-16   1.773       17.00       1.000    
          46   5.578      0.5536E-01  0.1863E+25  0.6884E+23  0.3293E+25  0.1183E+24  0.1012E-12  0.9441E-13   0.000      0.1303E-14   0.000      0.1254E-18  0.5796E-16  0.3996E-19  0.1301E-15 -0.7219E-16   2.111       34.00       2.000    
          47   5.795      0.5696E-01  0.1871E+25  0.7119E+23  0.3322E+25  0.1236E+24  0.1010E-12  0.9398E-13   0.000      0.1291E-14   0.000      0.1191E-18  0.6285E-16  0.4358E-19  0.1364E-15 -0.7360E-16   2.111       18.00       1.000    
          48   6.021      0.5865E-01  0.1881E+25  0.7394E+23  0.3359E+25  0.1297E+24  0.1008E-12  0.9350E-13   0.000      0.1278E-14   0.000      0.1128E-18  0.6819E-16  0.4726E-19  0.1432E-15 -0.7500E-16   2.515       38.00       2.000    
          49   6.255      0.6040E-01  0.1891E+25  0.7661E+23  0.3394E+25  0.1362E+24  0.1006E-12  0.9300E-13   0.000      0.1264E-14   0.000      0.1069E-18  0.7400E-16  0.5111E-19  0.1504E-15 -0.7641E-16   2.515       19.00       1.000    
          50   6.499      0.6242E-01  0.1907E+25  0.8014E+23  0.3439E+25  0.1440E+24  0.1004E-12  0.9222E-13   0.000      0.1249E-14   0.000      0.1008E-18  0.8054E-16  0.5545E-19  0.1587E-15 -0.7807E-16   2.995       39.00       2.000    
          51   6.752      0.6434E-01  0.1919E+25  0.8324E+23  0.3482E+25  0.1524E+24  0.1002E-12  0.9166E-13   0.000      0.1234E-14   0.000      0.9528E-19  0.8747E-16  0.5956E-19  0.1671E-15 -0.7950E-16   2.995       20.00       1.000    
          52   7.014      0.6639E-01  0.1932E+25  0.8662E+23  0.3529E+25  0.1620E+24  0.9991E-13  0.9105E-13   0.000      0.1219E-14   0.000      0.8994E-19  0.9505E-16  0.6382E-19  0.1761E-15 -0.8097E-16   2.995       20.00       1.000    
          53   7.288      0.6856E-01  0.1946E+25  0.9031E+23  0.3580E+25  0.1732E+24  0.9963E-13  0.9039E-13   0.000      0.1202E-14   0.000      0.8479E-19  0.1033E-15  0.6824E-19  0.1859E-15 -0.8249E-16   2.995       19.00       1.000    
          54   7.571      0.7087E-01  0.1961E+25  0.9438E+23  0.3638E+25  0.1864E+24  0.9933E-13  0.8968E-13   0.000      0.1185E-14   0.000      0.7984E-19  0.1124E-15  0.7285E-19  0.1966E-15 -0.8408E-16   2.995       19.00       1.000    
          55   7.866      0.7343E-01  0.1979E+25  0.9942E+23  0.3709E+25  0.2029E+24  0.9900E-13  0.8886E-13   0.000      0.1168E-14   0.000      0.7500E-19  0.1225E-15  0.7781E-19  0.2084E-15 -0.8583E-16   3.567       39.00       2.000    
          56   8.172      0.7611E-01  0.1998E+25  0.1045E+24  0.3780E+25  0.2224E+24  0.9865E-13  0.8804E-13   0.000      0.1150E-14   0.000      0.7043E-19  0.1334E-15  0.8283E-19  0.2212E-15 -0.8760E-16   3.567       19.00       1.000    
          57   8.490      0.7903E-01  0.2018E+25  0.1103E+24  0.3860E+25  0.2467E+24  0.9827E-13  0.8716E-13   0.000      0.1132E-14   0.000      0.6606E-19  0.1455E-15  0.8810E-19  0.2351E-15 -0.8952E-16   3.567       19.00       1.000    
          58   8.821      0.8224E-01  0.2040E+25  0.1169E+24  0.3950E+25  0.2774E+24  0.9786E-13  0.8621E-13   0.000      0.1113E-14   0.000      0.6186E-19  0.1587E-15  0.9367E-19  0.2505E-15 -0.9162E-16   3.567       19.00       1.000    
          59   9.165      0.8582E-01  0.2065E+25  0.1247E+24  0.4051E+25  0.3168E+24  0.9741E-13  0.8519E-13   0.000      0.1094E-14   0.000      0.5784E-19  0.1734E-15  0.9958E-19  0.2675E-15 -0.9398E-16   3.567       18.00       1.000    
          60   9.521      0.8985E-01  0.2092E+25  0.1339E+24  0.4164E+25  0.3675E+24  0.9691E-13  0.8409E-13   0.000      0.1075E-14   0.000      0.5399E-19  0.1896E-15  0.1059E-18  0.2864E-15 -0.9668E-16   3.567       18.00       1.000    
          61   9.892      0.9448E-01  0.2121E+25  0.1450E+24  0.4291E+25  0.4330E+24  0.9637E-13  0.8291E-13   0.000      0.1056E-14   0.000      0.5031E-19  0.2076E-15  0.1128E-18  0.3075E-15 -0.9981E-16   3.567       18.00       1.000    
          62   10.28      0.9987E-01  0.2154E+25  0.1585E+24  0.4431E+25  0.5172E+24  0.9577E-13  0.8164E-13   0.000      0.1036E-14   0.000      0.4679E-19  0.2275E-15  0.1204E-18  0.3312E-15 -0.1035E-15   3.567       17.00       1.000    
          63   10.68      0.1063      0.2191E+25  0.1758E+24  0.4591E+25  0.6260E+24  0.9510E-13  0.8026E-13   0.000      0.1017E-14   0.000      0.4345E-19  0.2498E-15  0.1289E-18  0.3578E-15 -0.1081E-15   4.248       35.00       2.000    
          64   11.09      0.1140      0.2232E+25  0.1967E+24  0.4756E+25  0.7601E+24  0.9434E-13  0.7880E-13   0.000      0.9960E-15   0.000      0.4023E-19  0.2747E-15  0.1385E-18  0.3880E-15 -0.1136E-15   4.248       17.00       1.000    
          65   11.52      0.1233      0.2277E+25  0.2228E+24  0.4927E+25  0.9238E+24  0.9348E-13  0.7725E-13   0.000      0.9746E-15   0.000      0.3714E-19  0.3024E-15  0.1496E-18  0.4224E-15 -0.1202E-15   4.248       17.00       1.000    
          66   11.97      0.1347      0.2327E+25  0.2556E+24  0.5099E+25  0.1118E+25  0.9252E-13  0.7560E-13   0.000      0.9524E-15   0.000      0.3419E-19  0.3335E-15  0.1626E-18  0.4617E-15 -0.1284E-15   4.248       16.00       1.000    
          67   12.44      0.1487      0.2381E+25  0.2964E+24  0.5263E+25  0.1339E+25  0.9142E-13  0.7387E-13   0.000      0.9292E-15   0.000      0.3137E-19  0.3684E-15  0.1780E-18  0.5064E-15 -0.1383E-15   4.248       15.00       1.000    
          68   12.92      0.1659      0.2440E+25  0.3470E+24  0.5411E+25  0.1584E+25  0.9018E-13  0.7209E-13   0.000      0.9050E-15   0.000      0.2870E-19  0.4075E-15  0.1964E-18  0.5575E-15 -0.1502E-15   4.248       14.00       1.000    
          69   13.43      0.1867      0.2503E+25  0.4087E+24  0.5536E+25  0.1842E+25  0.8879E-13  0.7027E-13   0.000      0.8795E-15   0.000      0.2617E-19  0.4513E-15  0.2183E-18  0.6153E-15 -0.1643E-15   4.248       9.000       1.000    
